state_name,county_fips,county_name,per_dem,per_gop,per_oth,total_votes
Alabama,1001,Autauga,0.3147,0.6717,0.0136,27770
Alabama,1003,Baldwin,0.2604,0.7285,0.0111,109679
Alabama,1005,Barbour,0.4311,0.5571,0.0118,10518
Alabama,1007,Bibb,0.4361,0.5606,0.0033,9595
Alabama,1009,Blount,0.331,0.6461,0.0228,27588
Alabama,1011,Bullock,0.6811,0.31,0.0089,4613
Alabama,1013,Butler,0.4645,0.5259,0.0095,9488
Alabama,1015,Calhoun,0.3666,0.5831,0.0504,50983
Alabama,1017,Chambers,0.3939,0.5939,0.0123,15284
Alabama,1019,Cherokee,0.5206,0.4701,0.0093,12301
Alabama,1021,Chilton,0.3026,0.6941,0.0033,19310
Alabama,1023,Choctaw,0.4896,0.5089,0.0015,7464
Alabama,1025,Clarke,0.4209,0.5697,0.0095,13135
Alabama,1027,Clay,0.3058,0.6674,0.0267,6930
Alabama,1029,Cleburne,0.308,0.684,0.008,7227
Alabama,1031,Coffee,0.3234,0.6657,0.0109,22275
Alabama,1033,Colbert,0.5649,0.4225,0.0126,27886
Alabama,1035,Conecuh,0.4754,0.5122,0.0124,6441
Alabama,1037,Coosa,0.4343,0.5615,0.0042,5479
Alabama,1039,Covington,0.3185,0.6734,0.0081,17430
Alabama,1041,Crenshaw,0.41,0.5844,0.0056,6617
Alabama,1043,Cullman,0.3672,0.6187,0.0142,41851
Alabama,1045,Dale,0.2694,0.718,0.0126,19738
Alabama,1047,Dallas,0.5544,0.4379,0.0076,17864
Alabama,1049,DeKalb,0.3872,0.606,0.0068,29356
Alabama,1051,Elmore,0.2897,0.6984,0.012,41030
Alabama,1053,Escambia,0.367,0.6214,0.0116,15910
Alabama,1055,Etowah,0.4949,0.4967,0.0084,47728
Alabama,1057,Fayette,0.4216,0.574,0.0044,8766
Alabama,1059,Franklin,0.4844,0.5025,0.0131,12578
Alabama,1061,Geneva,0.3169,0.6732,0.0099,12545
Alabama,1063,Greene,0.7528,0.2394,0.0078,4775
Alabama,1065,Hale,0.5639,0.4271,0.009,7900
Alabama,1067,Henry,0.3775,0.6182,0.0043,9298
Alabama,1069,Houston,0.2587,0.7387,0.0026,46173
Alabama,1071,Jackson,0.5427,0.4455,0.0118,23636
Alabama,1073,Jefferson,0.418,0.5774,0.0046,325848
Alabama,1075,Lamar,0.4138,0.5848,0.0015,7193
Alabama,1077,Lauderdale,0.4913,0.4943,0.0144,44339
Alabama,1079,Lawrence,0.552,0.4296,0.0184,16031
Alabama,1081,Lee,0.3402,0.6439,0.0159,71449
Alabama,1083,Limestone,0.3696,0.6156,0.0148,49235
Alabama,1085,Lowndes,0.6968,0.2942,0.009,6835
Alabama,1087,Macon,0.8188,0.1681,0.013,8723
Alabama,1089,Madison,0.3229,0.6706,0.0065,194767
Alabama,1091,Marengo,0.5045,0.4861,0.0094,10900
Alabama,1093,Marion,0.4292,0.5673,0.0035,13807
Alabama,1095,Marshall,0.3688,0.609,0.0222,39655
Alabama,1097,Mobile,0.3839,0.6088,0.0073,183164
Alabama,1099,Monroe,0.3919,0.6007,0.0074,10668
Alabama,1101,Montgomery,0.4079,0.5843,0.0078,99139
Alabama,1103,Morgan,0.3604,0.6354,0.0042,53722
Alabama,1105,Perry,0.6207,0.3659,0.0134,5230
Alabama,1107,Pickens,0.445,0.5516,0.0034,9668
Alabama,1109,Pike,0.3882,0.6004,0.0113,13841
Alabama,1111,Randolph,0.3408,0.6402,0.019,10837
Alabama,1113,Russell,0.5035,0.484,0.0125,21329
Alabama,1115,St. Clair,0.2891,0.7071,0.0039,44441
Alabama,1117,Shelby,0.208,0.7884,0.0036,114950
Alabama,1119,Sumter,0.6621,0.3336,0.0042,6291
Alabama,1121,Talladega,0.3855,0.6032,0.0113,35663
Alabama,1123,Tallapoosa,0.3458,0.6393,0.0149,20991
Alabama,1125,Tuscaloosa,0.397,0.5987,0.0043,90172
Alabama,1127,Walker,0.4995,0.4851,0.0155,31170
Alabama,1129,Washington,0.4749,0.5223,0.0028,8876
Alabama,1131,Wilcox,0.6583,0.3398,0.002,5903
Alabama,1133,Winston,0.3202,0.6759,0.0039,11284
Arizona,4001,Apache,0.615,0.3676,0.0174,35268
